COD_SUCURSAL;COD_CLIENTE;SERIE;COD_TIPO_DOCUMENTO;DOCUMENTO;FECHA_EMISION;FECHA_VENCIMIENTO;SALDO;MORA
F2;3;FNN0;FN;672324;13-07-2015;12-08-2015;334688;379
f2;3;FNN0;FN;672482;13-07-2015;12-08-2015;164042;379
F2;3;FET0;FT;135524;27-05-2016;26-06-2016;364854;60
F2;3;FET0;FT;140998;29-06-2016;29-07-2016;364854;27
F2;3;FET0;FT;141113;30-06-2016;30-07-2016;248101;26
f2;3;fet0;FT;147462;29-07-2016;28-08-2016;260481;-3
G;3;FET0;FT;139637;29-06-2016;29-07-2016;696150;27
G;3;FET0;FT;139678;07-07-2016;08-08-2016;696150;17
G;3;FET0;FT;139720;18-07-2016;17-08-2016;672945;8
G;3;FET0;FT;139744;21-07-2016;22-08-2016;696150;3
G;3;FET0;FT;139831;27-07-2016;26-08-2016;649740;-1
g;3;fet0;FT;139899;05-08-2016;05-09-2016;214200;-11
G;3;FET0;FT;139908;09-08-2016;08-09-2016;232050;-14
G;3;FET0;FT;139922;11-08-2016;12-09-2016;232050;-18
D;43;FET0;FN;28934;29-09-2014;28-11-2014;536427;636
D;97;fet0;FT;126811;08-04-2016;09-05-2016;344061;108
D;97;fet0;FT;126817;13-04-2016;13-05-2016;276956;104
D;97;fet0;FT;126822;14-04-2016;16-05-2016;136344;101
D;97;fet0;FT;126841;22-04-2016;23-05-2016;272689;94
D;97;fet0;FT;126847;26-04-2016;26-05-2016;245856;91
D;97;FET0;FT;126854;28-04-2016;30-05-2016;302091;87
D;97;fet0;FT;126884;28-04-2016;30-05-2016;276956;87
D;97;FET0;FT;126913;29-04-2016;30-05-2016;70638;87
D;97;fet0;FT;126981;27-05-2016;27-06-2016;109075;59
D;97;FET0;FT;126943;10-05-2016;09-06-2016;289523;77
D;97;fet0;FT;126959;18-05-2016;17-06-2016;289523;69
D;97;FET0;FT;127035;31-05-2016;30-06-2016;57394;56
D;97;fet0;FT;127077;09-06-2016;11-07-2016;274822;45
D;97;fet0;FT;127086;13-06-2016;13-07-2016;136344;43
D;97;fet0;FT;127093;17-06-2016;18-07-2016;247553;38
D;97;fet0;FT;127099;21-06-2016;21-07-2016;126319;35
D;97;fet0;FT;127113;24-06-2016;25-07-2016;247553;31
D;97;FET0;FT;141999;30-06-2016;01-08-2016;57394;24
D;97;FET0;FT;142014;01-07-2016;01-08-2016;136344;24
D;97;fet0;FT;142044;19-07-2016;18-08-2016;136344;7
D;97;fet0;FT;142053;21-07-2016;22-08-2016;276956;3
D;97;fet0;FT;142065;22-07-2016;22-08-2016;136344;3
D;97;FET0;FT;142074;26-07-2016;25-08-2016;57394;0
D;97;fet0;FT;142088;28-07-2016;29-08-2016;136344;-4
D;97;FET0;FT;142147;29-07-2016;29-08-2016;207717;-4
D;97;fet0;FT;142183;04-08-2016;05-09-2016;302091;-11
D;97;fet0;FT;142189;05-08-2016;05-09-2016;344061;-11
D;97;fet0;FT;142190;08-08-2016;07-09-2016;425868;-13
D;97;fet0;FT;142193;09-08-2016;08-09-2016;163613;-14
D;100;FET0;FT;142172;01-08-2016;01-08-2016;44356;24
d;100;an;an;113716;24-08-2016;24-08-2016;-2000;1
D;101;FET0;FN;27959;27-02-2014;31-03-2014;121394;878
D;101;fet0;FT;126938;09-05-2016;08-06-2016;106989;78
D;101;fet0;FT;126974;26-05-2016;27-06-2016;106989;59
D;101;fet0;FT;126961;18-05-2016;17-06-2016;180792;69
D;101;fet0;FT;127036;31-05-2016;30-06-2016;48266;56
D;101;fet0;FT;141960;28-06-2016;28-07-2016;71326;28
D;101;FET0;FT;142007;30-06-2016;01-08-2016;36200;24
D;101;fet0;FT;142017;04-07-2016;03-08-2016;71326;22
D;101;fet0;FT;142023;06-07-2016;05-08-2016;147605;20
D;101;FET0;FT;142080;26-07-2016;25-08-2016;36200;0
D;101;fet0;FT;142177;02-08-2016;01-09-2016;71326;-7
D;101;FET0;FT;142205;12-08-2016;12-09-2016;71326;-18
D;128;fet0;FT;62733;27-02-2015;30-03-2015;94024;514
D;128;FET0;FT;86498;28-05-2015;29-06-2015;38551;423
D;128;FET0;FT;127027;31-05-2016;30-06-2016;25537;56
D;128;fet0;FT;142061;22-07-2016;22-08-2016;8405854;3
D;128;fet0;FT;142133;28-07-2016;29-08-2016;7618519;-4
D;144;FET0;FT;27474;09-10-2013;08-11-2013;35313;1021
D;156;fet0;FT;126895;29-04-2016;30-05-2016;6586650;87
D;156;fet0;FT;127059;31-05-2016;30-06-2016;7470225;56
D;156;FET0;FT;141968;29-06-2016;29-07-2016;7148925;27
D;156;FET0;FT;142158;29-07-2016;27-09-2016;7068600;-33
D;167;fet0;FT;142026;07-07-2016;08-08-2016;45475;17
D;193;FET0;FT;114009;29-01-2016;29-03-2016;1677900;149
D;193;FET0;FT;114125;29-02-2016;29-04-2016;1677900;118
D;193;FET0;FT;126792;31-03-2016;30-05-2016;1677900;87
D;193;FET0;FT;126908;29-04-2016;28-06-2016;1677900;58
D;193;FET0;FT;127049;31-05-2016;01-08-2016;1845690;24
D;193;FET0;FT;141983;30-06-2016;29-08-2016;1621970;-4
D;193;FET0;FT;142171;29-07-2016;27-09-2016;2692970;-33
c;249;fet0;FT;129485;29-04-2016;30-05-2016;119000;87
c;249;fet0;FT;137059;31-05-2016;30-06-2016;7773270;56
c;249;fet0;FT;137116;07-06-2016;07-07-2016;119000;49
c;249;fet0;FT;137204;29-06-2016;29-07-2016;119000;27
c;249;FET0;FN;137257;30-06-2016;01-08-2016;2785368;24
C;249;FET0;FN;137486;27-07-2016;26-08-2016;2410399;-1
c;249;fet0;FT;137612;29-07-2016;29-08-2016;1934351;-4
c;249;fet0;FT;137616;29-07-2016;29-08-2016;119000;-4
D;249;FET0;FT;113951;27-01-2016;26-02-2016;534310;181
D;249;FET0;FT;126735;29-03-2016;28-04-2016;110670;119
D;249;FET0;FT;126737;29-03-2016;28-04-2016;379610;119
D;249;FET0;FT;126857;28-04-2016;30-05-2016;353430;87
D;249;fet0;FT;126909;29-04-2016;30-05-2016;35700;87
D;249;FET0;FT;126987;30-05-2016;29-06-2016;113050;57
D;249;fet0;FT;127022;30-05-2016;29-06-2016;935340;57
D;249;FET0;FT;127032;31-05-2016;30-06-2016;107100;56
c;262;fet0;FT;136955;31-05-2016;30-06-2016;31923;56
c;262;fet0;FT;136967;31-05-2016;30-06-2016;794432;56
c;262;FET0;FN;136993;31-05-2016;30-06-2016;11811488;56
c;262;fet0;FT;137065;31-05-2016;30-06-2016;606950;56
c;262;fet0;FT;137171;22-06-2016;22-07-2016;3126639;34
c;262;fet0;FT;137205;29-06-2016;29-07-2016;606950;27
c;262;FET0;FN;137258;30-06-2016;01-08-2016;11651873;24
C;262;FET0;FT;137259;30-06-2016;01-08-2016;5322260;24
c;262;FET0;FN;137487;27-07-2016;26-08-2016;11651873;-1
C;262;FET0;FT;137488;27-07-2016;26-08-2016;3406132;-1
c;262;fet0;FT;137614;29-07-2016;29-08-2016;606950;-4
C;262;FET0;FT;137647;29-07-2016;29-08-2016;46823;-4
C;262;an;AN;262;31-07-2016;31-07-2016;-18668725;25
C;271;fet0;FT;113336;30-12-2015;29-02-2016;6026064;178
C;271;FET0;FT;117841;26-02-2016;28-03-2016;680561;150
C;271;AN;AN;110628;21-03-2016;21-03-2016;-1;157
C;271;FET0;FT;129415;29-04-2016;28-06-2016;5754031;58
C;271;FET0;FT;136986;31-05-2016;01-08-2016;6466615;24
C;271;FET0;FT;136991;31-05-2016;01-08-2016;1237600;24
C;271;FET0;FT;136996;31-05-2016;30-06-2016;349551;56
C;271;FET0;FT;136997;31-05-2016;30-06-2016;12520;56
c;271;fet0;FT;137066;31-05-2016;30-06-2016;408694;56
c;271;fet0;FT;137206;29-06-2016;29-07-2016;127235;27
C;271;FET0;FT;137244;30-06-2016;29-08-2016;1047200;-4
C;271;FET0;FT;137250;30-06-2016;29-08-2016;7065220;-4
C;271;FET0;FT;137260;30-06-2016;01-08-2016;120476;24
C;271;FET0;FT;137261;30-06-2016;01-08-2016;1029172;24
C;271;FET0;FT;137262;30-06-2016;01-08-2016;135743;24
C;271;FET0;FT;137263;30-06-2016;01-08-2016;768193;24
C;271;FET0;FT;137264;30-06-2016;01-08-2016;125140;24
C;271;FET0;FT;137265;30-06-2016;01-08-2016;88441;24
c;271;fet0;FT;137355;04-07-2016;03-08-2016;150785;22
c;271;fet0;FT;137432;18-07-2016;17-08-2016;1454954;8
C;271;FET0;FT;137434;18-07-2016;17-08-2016;1727035;8
C;271;FET0;FT;137489;27-07-2016;26-08-2016;551172;-1
C;271;FET0;FT;137490;27-07-2016;26-08-2016;88441;-1
C;271;FET0;FT;137491;27-07-2016;26-08-2016;294275;-1
C;271;FET0;FT;137492;27-07-2016;26-08-2016;278555;-1
C;271;FET0;FT;137493;27-07-2016;26-08-2016;104006;-1
C;271;FET0;FT;137494;27-07-2016;26-08-2016;551172;-1
C;271;FET0;FT;137495;27-07-2016;26-08-2016;661723;-1
C;271;FET0;FT;137496;27-07-2016;26-08-2016;110551;-1
C;271;FET0;FT;137497;27-07-2016;26-08-2016;227945;-1
C;271;FET0;FT;137582;29-07-2016;27-09-2016;5504512;-33
C;271;FET0;FT;137583;29-07-2016;27-09-2016;1142400;-33
C;271;FET0;FT;137593;29-07-2016;27-09-2016;43868;-33
C;271;FET0;FT;137595;29-07-2016;29-08-2016;110551;-4
c;271;fet0;FT;137615;29-07-2016;29-08-2016;127235;-4
C;272;FET0;FN;137266;30-06-2016;01-08-2016;7405132;24
C;272;FET0;FT;137368;05-07-2016;04-08-2016;248336;21
c;272;an;an;137207;29-07-2016;29-07-2016;-40067;27
C;272;FET0;FT;137439;19-07-2016;18-08-2016;1096580;7
C;272;FET0;FT;137455;22-07-2016;22-08-2016;863245;3
C;272;FET0;FT;137463;25-07-2016;24-08-2016;742270;1
c;272;fet0;FT;137464;25-07-2016;24-08-2016;64660;1
c;272;fet0;FT;137473;26-07-2016;25-08-2016;314955;0
c;272;fet0;FT;137475;26-07-2016;25-08-2016;314955;0
C;272;FET0;FN;137498;27-07-2016;26-08-2016;4868480;-1
C;272;FET0;FN;137499;27-07-2016;26-08-2016;1027522;-1
C;272;FET0;FT;137500;27-07-2016;26-08-2016;1726490;-1
c;272;fet0;FT;137575;29-07-2016;29-08-2016;863245;-4
C;272;FET0;FT;137639;29-07-2016;29-08-2016;812875;-4
c;272;fet0;FT;137640;29-07-2016;29-08-2016;6164379;-4
c;287;fet0;FT;110488;30-11-2015;30-12-2015;659849;239
c;287;net0;NC;8791;28-09-2015;28-09-2015;-204077;332
c;287;fet0;FT;129580;19-05-2016;20-06-2016;7860746;66
c;287;fet0;FT;137208;29-06-2016;29-07-2016;457894;27
c;287;fet0;FT;137360;04-07-2016;03-08-2016;3910745;22
c;287;fet0;FT;137362;04-07-2016;03-08-2016;1426511;22
c;287;fet0;FT;137363;04-07-2016;03-08-2016;1244258;22
c;287;fet0;FT;137364;04-07-2016;03-08-2016;1117824;22
c;287;fet0;FT;137485;27-07-2016;26-08-2016;457894;-1
c;287;fet0;FT;137594;29-07-2016;29-08-2016;4178505;-4
c;287;fet0;FT;137608;29-07-2016;29-08-2016;3186675;-4
E;287;FET0;FT;125351;21-03-2016;20-04-2016;487900;127
F;322;FET0;FN;46109;24-02-2014;26-03-2014;11353;883
H;322;fet0;FT;139196;24-06-2016;25-07-2016;32130;31
H;322;FET0;FT;139362;13-07-2016;12-08-2016;161460;13
H;322;FET0;FN;146985;28-07-2016;29-08-2016;34058;-4
c;341;fet0;FT;60557;29-10-2014;28-11-2014;30024;636
c;352;fet0;FT;118052;24-03-2016;25-04-2016;714000;122
c;352;fet0;FT;136962;31-05-2016;30-06-2016;257040;56
c;365;fet0;FT;137173;22-06-2016;22-07-2016;4915069;34
c;397;fet0;FT;40348;03-06-2014;03-07-2014;117929;784
C;397;FET0;FT;40843;05-08-2014;04-09-2014;113169;721
c;397;fet0;FT;60781;18-11-2014;18-12-2014;287266;616
c;397;fet0;FT;84298;27-05-2015;26-06-2015;261503;426
C;397;FET0;FT;104177;28-10-2015;27-11-2015;222416;272
C;397;FET0;FT;110599;09-12-2015;08-01-2016;116080;230
C;397;FET0;FT;110600;09-12-2015;08-01-2016;444832;230
c;397;fet0;FT;117994;10-03-2016;11-04-2016;176586;136
c;397;fet0;FT;117995;10-03-2016;11-04-2016;145682;136
c;397;net0;NC;10271;26-04-2016;26-04-2016;-1;121
C;397;FET0;FT;129333;27-04-2016;27-05-2016;124858;90
C;397;FET0;FT;137269;30-06-2016;01-08-2016;171972;24
C;397;FET0;FT;137393;11-07-2016;10-08-2016;354051;15
C;397;FET0;FT;137423;15-07-2016;15-08-2016;474773;10
c;397;fet0;FT;137468;25-07-2016;24-08-2016;268650;1
b;479;NET0;NC;9429;29-07-2016;29-07-2016;-3384327;27
B;479;fet0;FT;5061;31-07-2016;30-08-2016;731701571;-5
C;479;FET0;FT;113386;31-12-2015;01-02-2016;13436;206
c;479;fet0;FT;117958;29-02-2016;30-03-2016;20111656;148
c;479;net0;NC;1477;31-08-2014;31-08-2014;-275128;725
c;479;net0;NC;9458;28-12-2015;28-12-2015;-8366299;241
C;479;FET0;FT;137005;31-05-2016;30-06-2016;10;56
c;479;fet0;FT;137345;01-07-2016;01-08-2016;7739240;24
c;479;fet0;FT;137451;21-07-2016;22-08-2016;1501330;3
c;479;fet0;FT;137452;21-07-2016;22-08-2016;3670572;3
c;479;fet0;FT;137453;21-07-2016;22-08-2016;6160099;3
c;479;fet0;FT;137587;29-07-2016;29-08-2016;8507295;-4
c;479;fet0;FT;137588;29-07-2016;29-08-2016;1386540;-4
c;479;fet0;FT;137607;29-07-2016;29-08-2016;3392026;-4
C;488;FET0;FN;110585;07-12-2015;06-01-2016;4368;232
c;488;fet0;FT;137328;30-06-2016;01-08-2016;3861919;24
c;488;fet0;FT;137561;28-07-2016;29-08-2016;1638609;-4
E;509;fet0;FT;14469;31-07-2013;30-08-2013;602557;1091
E;509;fet0;FT;45408;30-04-2014;30-05-2014;1199034;818
E;509;fet0;FT;45477;29-05-2014;30-06-2014;2617397;787
E;509;fet0;FT;45827;31-07-2014;01-09-2014;3589092;724
E;509;FET0;FT;45917;28-08-2014;29-09-2014;5703390;696
E;509;fet0;FT;63614;30-01-2015;02-03-2015;4478225;542
E;509;FET0;FT;88556;30-07-2015;31-08-2015;4870206;360
e;509;fet0;FT;142566;28-07-2016;29-08-2016;2042825;-4
E;509;FET0;FT;142567;28-07-2016;29-08-2016;1906637;-4
e;509;fet0;FT;142578;28-07-2016;29-08-2016;1794823;-4
e;509;fet0;FT;142597;29-07-2016;29-08-2016;683612;-4
E;509;FET0;FT;142598;29-07-2016;29-08-2016;1367224;-4
E;509;FET0;FT;142604;29-07-2016;29-08-2016;1908629;-4
e;509;fet0;FT;142620;04-08-2016;05-09-2016;1429533;-11
g;597;FET0;FN;22688;18-07-2013;19-08-2013;255773;1102
G;597;FNN0;FN;419807;13-04-2007;14-05-2007;158032;3391
G;597;FNN0;FN;419821;16-04-2007;16-05-2007;40520;3389
G;597;fnn0;FN;419903;25-04-2007;25-05-2007;255969;3380
G;597;FNN0;FN;419918;27-04-2007;28-05-2007;85323;3377
G;597;fnn0;FN;433506;15-06-2007;16-07-2007;68901;3328
G;597;FNN0;FN;451069;16-11-2007;17-12-2007;46648;3174
G;597;FNN0;FN;451251;30-11-2007;31-12-2007;45982;3160
G;597;FNN0;FN;462664;03-03-2008;02-04-2008;150228;3067
G;597;FNN0;FN;477350;31-07-2008;01-09-2008;42799;2915
G;597;FNN0;FN;485314;30-09-2008;30-10-2008;51729;2856
G;597;FNN0;FN;492603;31-10-2008;01-12-2008;51729;2824
G;597;FNN0;FN;505057;28-02-2009;30-03-2009;51729;2705
G;597;FNN0;FN;583471;29-04-2011;30-05-2011;282782;1914
G;597;fnn0;FN;583577;13-05-2011;13-06-2011;152553;1900
G;597;FNN0;FN;595263;28-07-2011;29-08-2011;60351;1823
G;597;FNN0;FN;648983;31-01-2013;04-03-2013;177669;1270
G;597;FNN0;FN;657561;12-02-2013;14-03-2013;152553;1260
g;597;FNN0;FN;657647;28-02-2013;01-04-2013;97711;1242
G;597;fet0;FT;22801;24-07-2013;23-08-2013;152553;1098
G;597;fet0;FT;22803;24-07-2013;23-08-2013;66099;1098
G;597;fet0;FT;22808;24-07-2013;23-08-2013;173205;1098
g;618;FET0;FN;139592;29-06-2016;29-07-2016;16398;27
g;618;FET0;FN;139791;27-07-2016;26-08-2016;16398;-1
G;644;FET0;FN;5786;08-04-2013;08-05-2013;114240;1205
G;644;FET0;FN;97185;25-08-2015;26-10-2015;1656480;304
g;644;FET0;FN;98299;24-09-2015;26-10-2015;132209;304
g;644;FET0;FN;107148;26-10-2015;25-11-2015;132804;274
g;644;FET0;FN;107348;26-11-2015;28-12-2015;133161;241
G;644;FET0;FN;107540;28-12-2015;27-01-2016;136969;211
G;644;FET0;FN;107616;31-12-2015;29-02-2016;3447687;178
g;644;FET0;FN;114739;26-01-2016;25-02-2016;136136;182
g;644;FET0;FN;114783;27-01-2016;26-02-2016;319427;181
G;644;FET0;FN;114879;23-02-2016;25-04-2016;3521676;122
G;644;FET0;FN;114909;24-02-2016;25-03-2016;136731;153
G;644;FET0;FT;23223;30-08-2013;30-09-2013;430542;1060
G;644;FET0;FT;36232;10-10-2013;11-11-2013;119619;1018
G;644;FET0;FT;36980;30-12-2013;29-01-2014;116620;939
G;644;FET0;FT;41396;24-02-2014;26-03-2014;119476;883
G;644;FET0;FT;65675;22-12-2014;20-02-2015;120547;552
G;644;FET0;FT;98201;02-09-2015;02-10-2015;194282;328
G;644;FET0;FT;98212;07-09-2015;07-10-2015;258507;323
G;644;FET0;FT;98214;07-09-2015;07-10-2015;296381;323
G;644;FET0;FT;98224;09-09-2015;09-10-2015;384648;321
G;644;FET0;FT;98233;10-09-2015;12-10-2015;246985;318
G;644;FET0;FT;98253;15-09-2015;15-10-2015;261156;315
g;644;fet0;FT;98273;16-09-2015;16-10-2015;1748139;314
G;644;FET0;FT;98279;21-09-2015;21-10-2015;246985;309
G;644;FET0;FT;98287;22-09-2015;22-10-2015;69137;308
G;644;FET0;FT;98295;24-09-2015;26-10-2015;148191;304
g;644;fet0;FT;98343;25-09-2015;26-10-2015;350050;304
g;644;fet0;FT;98353;29-09-2015;29-10-2015;306251;301
G;644;FET0;FT;98372;29-09-2015;29-10-2015;2245083;301
G;644;FET0;FT;98388;02-10-2015;02-11-2015;323216;297
g;644;fet0;FT;98411;05-10-2015;04-11-2015;340394;295
g;644;fet0;FT;98412;05-10-2015;04-11-2015;1179414;295
G;644;FET0;FT;98417;08-10-2015;09-11-2015;256854;290
G;644;FET0;FT;98423;09-10-2015;09-11-2015;270030;290
G;644;FET0;FT;98432;13-10-2015;12-11-2015;332603;287
g;644;fet0;FT;98445;14-10-2015;13-11-2015;345778;286
G;644;FET0;FT;98452;15-10-2015;16-11-2015;246985;283
G;644;FET0;FT;98457;16-10-2015;16-11-2015;246985;283
g;644;fet0;FT;98464;19-10-2015;18-11-2015;411270;281
G;644;FET0;FT;98485;22-10-2015;23-11-2015;194282;276
G;644;FET0;FT;107131;23-10-2015;23-11-2015;148191;276
G;644;FET0;FT;107188;26-10-2015;25-11-2015;182546;274
G;644;FET0;FT;107193;27-10-2015;26-11-2015;382270;273
g;644;fet0;FT;107214;29-10-2015;30-11-2015;246985;269
G;644;FET0;FT;107244;04-11-2015;04-12-2015;246985;265
G;644;FET0;FT;107250;06-11-2015;07-12-2015;370477;262
G;644;FET0;FT;107268;10-11-2015;10-12-2015;197588;259
G;644;FET0;FT;107280;13-11-2015;14-12-2015;422010;255
G;644;FET0;FT;107293;17-11-2015;17-12-2015;323948;252
G;644;FET0;FT;107298;18-11-2015;18-12-2015;302117;251
G;644;FET0;FT;107310;20-11-2015;21-12-2015;197588;248
G;644;FET0;FT;107316;23-11-2015;23-12-2015;258777;246
G;644;FET0;FT;107341;25-11-2015;25-12-2015;197588;244
g;644;fet0;FT;107344;25-11-2015;25-12-2015;34355;244
G;644;FET0;FT;107392;26-11-2015;28-12-2015;246985;241
g;644;fet0;FT;107400;27-11-2015;28-12-2015;209059;241
G;644;FET0;FT;107402;30-11-2015;30-12-2015;370477;239
G;644;FET0;FT;107430;02-12-2015;01-01-2016;63903;237
g;644;fet0;FT;107440;02-12-2015;01-01-2016;162602;237
g;644;fet0;FT;107441;03-12-2015;04-01-2016;185830;234
G;644;FET0;FT;107442;03-12-2015;04-01-2016;246985;234
G;644;FET0;FT;107443;04-12-2015;04-01-2016;345778;234
G;644;FET0;FT;107457;09-12-2015;08-01-2016;246985;230
G;644;FET0;FT;107470;10-12-2015;11-01-2016;246985;227
G;644;FET0;FT;107474;14-12-2015;13-01-2016;246985;225
G;644;FET0;FT;107486;16-12-2015;15-01-2016;246985;223
G;644;FET0;FT;107498;17-12-2015;18-01-2016;456365;220
G;644;FET0;FT;107504;21-12-2015;20-01-2016;246985;218
G;644;FET0;FT;107515;21-12-2015;20-01-2016;628362;218
G;644;FET0;FT;107531;23-12-2015;22-01-2016;493969;216
G;644;FET0;FT;107533;24-12-2015;25-01-2016;377647;213
G;644;FET0;FT;107535;28-12-2015;27-01-2016;566470;211
G;644;FET0;FT;107590;29-12-2015;28-01-2016;246985;210
G;644;FET0;FT;114655;08-01-2016;08-02-2016;246985;199
g;644;fet0;FT;114664;11-01-2016;10-02-2016;62475;197
G;644;FET0;FT;114669;12-01-2016;11-02-2016;273013;196
g;644;fet0;FT;114690;14-01-2016;15-02-2016;528537;192
G;644;FET0;FT;114703;21-01-2016;22-02-2016;270030;185
G;644;FET0;FT;114714;21-01-2016;22-02-2016;419874;185
G;644;FET0;FT;114818;01-02-2016;02-03-2016;246985;176
G;644;FET0;FT;114838;04-02-2016;07-03-2016;304598;171
G;644;FET0;FT;114856;22-02-2016;23-03-2016;579857;155
G;644;FET0;FT;114859;22-02-2016;23-03-2016;246985;155
G;644;FET0;FT;114864;22-02-2016;23-03-2016;246985;155
G;644;FET0;FT;114868;22-02-2016;23-03-2016;321080;155
G;644;FET0;FT;114870;22-02-2016;23-03-2016;1190;155
g;644;net0;NC;7333;30-03-2015;30-03-2015;-40126;514
g;644;FET0;FN;115115;24-03-2016;25-04-2016;136755;122
G;644;FET0;FN;128824;25-04-2016;25-05-2016;135232;92
g;644;FET0;FN;129050;27-05-2016;27-06-2016;132852;59
G;644;FET0;FT;139864;02-08-2016;01-09-2016;418761;-7
G;644;FET0;FT;139882;04-08-2016;05-09-2016;411609;-11
G;644;FET0;FT;139900;08-08-2016;07-09-2016;217327;-13
G;644;FET0;FT;139918;09-08-2016;08-09-2016;641475;-14
G;644;FET0;FT;139923;11-08-2016;12-09-2016;171777;-18
G;644;FET0;FT;139931;11-08-2016;12-09-2016;387394;-18
G;665;FET0;FN;36562;18-11-2013;18-12-2013;546210;981
G;665;FET0;FT;139722;18-07-2016;17-08-2016;376635;8
G;665;FET0;FT;139779;26-07-2016;25-08-2016;449499;0
g;665;fet0;FT;139829;27-07-2016;26-08-2016;85085;-1
G;665;FET0;FT;139924;11-08-2016;12-09-2016;626000;-18
c;684;fet0;FT;110558;01-12-2015;31-12-2015;72200;238
G;685;FET0;FN;23314;04-09-2013;04-10-2013;70136;1056
G;685;FET0;FN;36304;21-10-2013;20-11-2013;149314;1009
G;685;FET0;FN;56503;21-07-2014;20-08-2014;96033;736
G;685;fnn0;FN;657518;01-02-2013;04-03-2013;146691;1270
G;685;fet0;FT;6392;10-06-2013;10-07-2013;44066;1142
G;685;FET0;FT;23235;30-08-2013;30-09-2013;333979;1060
G;685;FET0;FT;23271;31-08-2013;30-09-2013;197723;1060
G;685;FET0;FT;36365;30-10-2013;29-11-2013;71471;1000
G;685;FET0;FT;82536;18-06-2015;20-07-2015;2696;402
c;806;FET0;FN;84162;14-05-2015;13-07-2015;28382;409
c;806;fet0;FT;96055;30-07-2015;31-08-2015;28382;360
g;806;fet0;FT;114978;29-02-2016;30-03-2016;1;148
G;806;FET0;FT;128882;27-04-2016;27-05-2016;974253;90
G;806;FET0;FT;128898;29-04-2016;30-05-2016;458816;87
G;806;FET0;FT;128932;09-05-2016;08-06-2016;728042;78
G;806;FET0;FT;128976;17-05-2016;16-06-2016;241927;70
G;806;FET0;FN;128983;18-05-2016;17-06-2016;7586964;69
G;806;FET0;FT;129047;27-05-2016;27-06-2016;1494462;59
g;806;FET0;FN;129052;27-05-2016;27-06-2016;155414;59
G;806;FET0;FT;129105;31-05-2016;30-06-2016;241927;56
g;806;FET0;FN;129106;31-05-2016;01-08-2016;12096410;24
g;806;fet0;FT;139469;06-06-2016;06-07-2016;1;50
G;806;FET0;FT;139510;13-06-2016;13-07-2016;1480717;43
G;806;FET0;FT;139513;13-06-2016;13-07-2016;92225;43
G;806;FET0;FT;139539;20-06-2016;20-07-2016;1368214;36
G;806;FET0;FT;139582;28-06-2016;28-07-2016;241927;28
g;806;FET0;FN;139595;29-06-2016;29-07-2016;154819;27
G;806;FET0;FT;139641;30-06-2016;01-08-2016;730065;24
g;806;fet0;FT;139650;30-06-2016;01-08-2016;77540;24
G;806;FET0;FT;139668;05-07-2016;04-08-2016;81301;21
G;806;FET0;FT;139734;19-07-2016;18-08-2016;155081;7
G;806;FET0;FN;139749;21-07-2016;19-09-2016;10615752;-25
G;806;FET0;FT;139750;21-07-2016;22-08-2016;1254855;3
g;806;FET0;FN;139794;27-07-2016;26-08-2016;146846;-1
G;806;FET0;FT;139828;27-07-2016;26-08-2016;95985;-1
G;806;FET0;FT;139847;28-07-2016;29-08-2016;971992;-4
g;806;fet0;FT;139921;10-08-2016;09-09-2016;153480;-15
G;806;FET0;FT;139941;12-08-2016;12-09-2016;1417409;-18
J;806;FNN0;FN;551750;07-05-2010;07-06-2010;45958;2271
F;887;fet0;FT;31108;26-08-2013;25-09-2013;627117;1065
F;887;FET0;FT;84621;18-05-2015;17-06-2015;418761;435
G;887;FET0;FT;23273;31-08-2013;30-09-2013;266727;1060
G;887;fet0;FT;41530;14-03-2014;14-04-2014;200563;864
G;887;fet0;FT;41648;28-03-2014;28-04-2014;592353;850
G;887;fet0;FT;56507;21-07-2014;20-08-2014;322035;736
G;887;fet0;FT;56709;08-08-2014;08-09-2014;342218;717
g;887;fet0;FT;139645;30-06-2016;01-08-2016;3553340;24
G;996;FET0;FN;36591;21-11-2013;23-12-2013;114240;976
G;996;FNN0;FN;609651;15-12-2011;16-01-2012;32130;1683
G;996;FET0;FT;36283;17-10-2013;18-11-2013;660450;1011
G;996;fet0;FT;36674;02-12-2013;01-01-2014;84490;967
G;996;fet0;FT;36833;16-12-2013;15-01-2014;70036;953
G;996;fet0;FT;56433;09-07-2014;08-08-2014;8626;748
G;996;fet0;FT;56632;30-07-2014;29-08-2014;77350;727
G;996;fet0;FT;56787;27-08-2014;26-09-2014;47600;699
G;996;FET0;FT;61097;30-09-2014;30-10-2014;95200;665
G;996;FET0;FT;61272;24-10-2014;24-11-2014;47600;640
G;996;FET0;FT;61293;28-10-2014;27-11-2014;59500;637
G;996;FET0;FT;61371;12-11-2014;12-12-2014;47600;622
G;996;FET0;FT;61376;14-11-2014;15-12-2014;47600;619
G;996;fet0;FT;61387;18-11-2014;18-12-2014;100555;616
G;996;FET0;FT;61500;25-11-2014;25-12-2014;77350;609
G;996;FET0;FT;69538;29-12-2014;28-01-2015;47600;575
G;996;FET0;FT;69735;29-01-2015;02-03-2015;47600;542
G;996;FET0;FT;80413;31-03-2015;30-04-2015;610946;483
G;996;FET0;FT;80460;14-04-2015;14-05-2015;96985;469
g;996;fet0;FT;107240;02-11-2015;02-12-2015;77400;267
