COD_SUCURSAL;COD_CLIENTE;SERIE;COD_TIPO_DOCUMENTO;DOCUMENTO;FECHA_EMISION;FECHA_VENCIMIENTO;SALDO;MORA
c;2967;fet0;FT;0137799;30-08-2016;29-09-2016;38162;12
c;2967;fet0;FT;0137840;30-08-2016;29-09-2016;12576;12
C;2967;FET0;FT;0151591;22-09-2016;24-10-2016;12137;-13
C;2967;FET0;FT;0151592;22-09-2016;24-10-2016;95740;-13
c;2967;fet0;FT;0151759;30-09-2016;31-10-2016;12840;-20
F;3041;FET0;FT;0146554;19-08-2016;19-09-2016;1058743;22
f;3041;FET0;FN;0146628;24-08-2016;24-10-2016;47131;-13
f;3041;FET0;FN;0146629;24-08-2016;23-09-2016;407701;18
F;3041;fet0;FT;0149655;21-09-2016;21-10-2016;213938;-10
F;3041;FET0;FN;0149674;21-09-2016;21-10-2016;1488095;-10
F;3041;fet0;FT;0149896;26-09-2016;26-10-2016;454832;-15
C;3062;fet0;FT;0060146;23-09-2014;24-11-2014;103530;687
C;3062;FET0;FT;0060147;23-09-2014;24-11-2014;103530;687
C;3062;FET0;FT;0060282;30-09-2014;01-12-2014;103530;680
C;3062;FET0;FT;0060546;27-10-2014;26-12-2014;103530;655
C;3062;FET0;FT;0065731;28-11-2014;27-01-2015;103530;623
C;3062;FET0;FT;0065732;28-11-2014;27-01-2015;23800;623
d;3062;fet0;FT;0062033;27-10-2014;26-12-2014;835380;655
D;3062;fet0;FT;0062093;29-10-2014;28-11-2014;103530;683
D;3062;FET0;FT;0062094;29-10-2014;28-11-2014;417690;683
d;3062;fet0;FT;0062122;30-10-2014;29-12-2014;1113840;652
D;3062;FET0;FT;0062243;28-11-2014;27-01-2015;278460;623
D;3062;fet0;FT;0062244;28-11-2014;29-12-2014;417690;652
D;3062;FET0;FT;0062552;30-01-2015;31-03-2015;103530;560
H;3062;FET0;FT;0049286;16-04-2014;16-05-2014;45000;879
H;3062;FET0;FT;0057363;23-09-2014;23-10-2014;45000;719
H;3062;FET0;FT;0057364;23-09-2014;23-10-2014;87000;719
H;3062;FET0;FT;0066587;30-12-2014;29-01-2015;23800;621
H;3062;FET0;FT;0066588;30-12-2014;29-01-2015;11781;621
H;3062;FET0;FT;0066875;30-01-2015;02-03-2015;11781;589
H;3062;FET0;FT;0066876;30-01-2015;02-03-2015;23800;589
H;3062;FET0;FT;0066877;30-01-2015;02-03-2015;23800;589
H;3062;FET0;FT;0066878;30-01-2015;02-03-2015;11781;589
I;3062;FET0;FN;0006607;07-11-2014;08-12-2014;2793049;673
i;3062;net0;NC;0009439;29-12-2015;29-12-2015;-160113;287
I;3062;FET0;FN;0143380;26-09-2016;26-10-2016;739466;-15
I;3062;FET0;FN;0143439;30-09-2016;31-10-2016;769216;-20
J;3062;fet0;FT;0051993;24-10-2014;24-11-2014;87000;687
J;3062;fet0;FT;0051994;24-10-2014;24-11-2014;87000;687
J;3062;FET0;FT;0065488;28-11-2014;29-12-2014;157080;652
J;3062;FET0;FT;0065489;28-11-2014;29-12-2014;103530;652
J;3062;FET0;FT;0069046;19-12-2014;19-01-2015;103530;631
J;3062;fet0;FT;0069207;30-12-2014;29-01-2015;103530;621
J;3062;FET0;FT;0074361;27-02-2015;30-03-2015;157080;561
j;3062;fet0;FT;0109504;30-11-2015;30-12-2015;103530;286
j;3062;fet0;FT;0109505;30-11-2015;30-12-2015;103530;286
J;3062;FET0;FT;0120680;15-02-2016;16-03-2016;157080;209
F;3129;fet0;FT;0146373;09-08-2016;10-10-2016;1499400;1
f;3130;net1;NC;0009192;28-12-2015;28-12-2015;-1;288
f;3130;net1;NC;0009630;28-01-2016;28-01-2016;-1;257
F;3130;fet0;FT;0130185;22-04-2016;23-05-2016;803050;141
F;3130;FET0;FT;0136427;28-06-2016;28-07-2016;1848150;75
F;3130;FET0;FT;0136428;28-06-2016;28-07-2016;4725156;75
F;3130;fet0;FT;0136429;28-06-2016;28-07-2016;1597788;75
F;3130;FET0;FT;0136430;28-06-2016;28-07-2016;233802;75
F;3130;FET0;FT;0136891;21-07-2016;22-08-2016;1825205;50
F;3130;FET0;FT;0136892;21-07-2016;22-08-2016;10266975;50
F;3130;FET0;FT;0136893;21-07-2016;22-08-2016;233802;50
F;3130;FET0;FT;0136894;21-07-2016;22-08-2016;1091657;50
F;3130;FET0;FT;0146304;05-08-2016;05-09-2016;233802;36
F;3130;FET0;FT;0146305;05-08-2016;05-09-2016;1122830;36
F;3130;FET0;FT;0146306;05-08-2016;05-09-2016;10967086;36
F;3130;FET0;FT;0146307;05-08-2016;05-09-2016;384728;36
F;3130;fet0;FT;0149525;08-09-2016;10-10-2016;8677363;1
F;3130;FET0;FT;0149526;08-09-2016;10-10-2016;1089255;1
F;3130;FET0;FT;0149527;08-09-2016;10-10-2016;1749851;1
F;3130;FET0;FT;0149528;08-09-2016;10-10-2016;1115685;1
F;3130;fet0;FT;0149529;08-09-2016;10-10-2016;233802;1
F;3130;fet0;FT;0149925;27-09-2016;27-10-2016;233802;-16
F;3130;fet0;FT;0149931;27-09-2016;27-10-2016;1178031;-16
F;3130;FET0;FT;0149996;29-09-2016;31-10-2016;1585687;-20
f;3130;FET0;FN;0150046;30-09-2016;31-10-2016;762145;-20
F;3130;FET0;FT;0150047;30-09-2016;31-10-2016;210430;-20
F;3130;fet0;FT;0150070;30-09-2016;31-10-2016;6218245;-20
F;3130;FET0;FT;0150095;30-09-2016;31-10-2016;93524;-20
I;3130;FNN0;FN;0662061;15-11-2013;16-12-2013;3532282;1030
I;3130;FNN0;FN;0670942;14-10-2014;13-11-2014;3201576;698
I;3130;FET0;FN;0142954;30-06-2016;01-08-2016;2218160;71
I;3130;FET0;FN;0143144;29-07-2016;29-08-2016;2657984;43
I;3130;FET0;FN;0143297;31-08-2016;30-09-2016;2657984;11
I;3130;FET0;FT;0143362;14-09-2016;14-09-2016;316540;27
I;3130;FET0;FN;0143428;30-09-2016;31-10-2016;2520896;-20
F;3168;FET0;FT;0136628;05-07-2016;04-08-2016;290565;68
F;3168;FET0;FT;0146592;23-08-2016;22-09-2016;290565;19
F;3168;FET0;FT;0146803;29-08-2016;28-09-2016;290565;13
f;3168;FET0;FN;0146844;30-08-2016;29-09-2016;364959;12
F;3168;FET0;FT;0146874;31-08-2016;30-09-2016;613809;11
F;3168;FET0;FN;0146907;31-08-2016;30-09-2016;814029;11
F;3168;FET0;FT;0149503;07-09-2016;07-10-2016;438190;4
F;3168;FET0;FT;0149518;08-09-2016;10-10-2016;290565;1
F;3168;FET0;FT;0149603;14-09-2016;14-10-2016;290565;-3
F;3168;FET0;FT;0149631;20-09-2016;20-10-2016;290565;-9
f;3168;FET0;FN;0149675;21-09-2016;21-10-2016;1263099;-10
F;3168;AN;AN;3168;30-09-2016;30-09-2016;-290565;11
F;3168;FET0;FT;0149736;23-09-2016;24-10-2016;290565;-13
f;3168;FET0;FN;0149781;26-09-2016;26-10-2016;760351;-15
F;3168;FET0;FT;0149969;29-09-2016;31-10-2016;290565;-20
f;3168;FET0;FN;0149997;29-09-2016;31-10-2016;1209639;-20
f;3168;FET0;FN;0150086;30-09-2016;31-10-2016;551002;-20
F;3253;FNN0;FN;0577632;17-12-2010;17-01-2011;67473;2094
F;3253;FET0;FT;0136108;15-06-2016;15-07-2016;59119;88
F;3253;FET0;FT;0136844;19-07-2016;18-08-2016;59119;54
F;3253;FET0;FT;0146748;26-08-2016;26-09-2016;59119;15
I;3253;FNN0;FN;0659692;31-05-2013;01-07-2013;820243;1198
I;3253;FNN0;FN;0663037;29-03-2014;28-04-2014;585480;897
I;3253;FNN0;FN;0666376;22-07-2014;21-08-2014;873832;782
I;3253;AN;AN;0109090;23-05-2016;23-05-2016;-29084;141
I;3253;FET0;FN;0129889;20-05-2016;20-06-2016;5305742;113
I;3253;FET0;FN;0129890;20-05-2016;20-06-2016;5263493;113
i;3253;FET0;FN;0129891;20-05-2016;20-06-2016;5230143;113
I;3253;FET0;FN;0130074;21-06-2016;21-07-2016;893697;82
I;3253;FET0;FN;0130075;21-06-2016;21-07-2016;424466;82
i;3253;fet0;FN;0130086;23-06-2016;25-07-2016;5830194;78
I;3253;FET0;FN;0143053;18-07-2016;17-08-2016;539150;55
I;3253;FET0;FN;0143054;18-07-2016;17-08-2016;1219906;55
I;3253;FET0;FN;0143067;19-07-2016;18-08-2016;7409884;54
I;3253;FET0;FN;0143140;29-07-2016;29-08-2016;7385092;43
I;3253;FET0;FN;0143221;17-08-2016;16-09-2016;549304;25
I;3253;FET0;FN;0143223;17-08-2016;16-09-2016;1315490;25
I;3253;FET0;FN;0143225;17-08-2016;16-09-2016;7385092;25
I;3253;NET0;NC;0010767;25-08-2016;25-08-2016;-7385092;47
I;3253;FET0;FN;0143376;26-09-2016;26-10-2016;574889;-15
I;3253;FET0;FN;0143377;26-09-2016;26-10-2016;1403298;-15
I;3253;FET0;FN;0143378;26-09-2016;26-10-2016;7369170;-15
I;3253;FET0;FN;0143421;30-09-2016;31-10-2016;7616902;-20
I;3253;FET0;FN;0143422;30-09-2016;31-10-2016;561799;-20
I;3253;FET0;FN;0143430;30-09-2016;31-10-2016;1313308;-20
H;3264;FET0;FT;0153160;30-09-2016;31-10-2016;1552950;-20
H;3264;FET0;FT;0153161;30-09-2016;31-10-2016;62475;-20
f2;3273;FNN0;FN;0668408;13-07-2015;11-09-2015;132084;396
F2;3273;FNN0;FN;0671086;13-07-2015;11-09-2015;158508;396
F2;3273;FNN0;FN;0671316;13-07-2015;11-09-2015;82824;396
F2;3273;FNN0;FN;0671441;13-07-2015;11-09-2015;211334;396
F2;3273;FET0;FT;0141302;20-07-2016;19-08-2016;241903;53
f2;3273;FET0;FT;0141422;28-07-2016;27-08-2016;241903;45
F2;3273;FET0;FT;0141443;28-07-2016;27-08-2016;94795;45
F2;3273;FET0;FT;0147688;23-08-2016;22-09-2016;241903;19
F2;3273;FET0;FT;0147787;30-08-2016;29-09-2016;266768;12
F2;3273;FET0;FT;0147826;31-08-2016;30-09-2016;94795;11
F2;3273;FET0;FT;0152558;15-09-2016;15-10-2016;412561;-4
F2;3273;FET0;FT;0152565;15-09-2016;15-10-2016;60476;-4
F2;3273;fet0;FT;0152623;22-09-2016;22-10-2016;38877;-11
F2;3273;FET0;FT;0152711;28-09-2016;28-10-2016;94795;-17
I;3281;FET0;FT;0115665;18-01-2016;18-01-2016;6545;267
I;3281;fet0;FT;0143244;24-08-2016;24-08-2016;247520;48
f;3290;an;an;0118649;15-03-2016;15-03-2016;-5;210
f;3290;FET0;FN;0146057;27-07-2016;26-09-2016;595;15
F;3290;FET0;FT;0146374;09-08-2016;10-10-2016;381847;1
F;3290;FET0;FT;0146457;17-08-2016;17-10-2016;470764;-6
f;3290;FET0;FN;0146632;24-08-2016;24-10-2016;215985;-13
f;3290;FET0;FN;0146633;24-08-2016;23-09-2016;4522;18
F;3290;FET0;FT;0146810;30-08-2016;31-10-2016;408408;-20
F;3290;fet0;FT;0149600;14-09-2016;14-10-2016;302855;-3
f;3290;FET0;FN;0149782;26-09-2016;25-11-2016;214022;-45
f;3290;FET0;FN;0149783;26-09-2016;26-10-2016;4522;-15
f;3314;FET0;FN;0146634;24-08-2016;23-09-2016;184141;18
F;3314;FET0;FT;0146735;25-08-2016;26-09-2016;774500;15
F;3314;FET0;FT;0146881;31-08-2016;30-09-2016;529788;11
F;3314;FET0;FT;0146943;02-09-2016;03-10-2016;408694;8
F;3314;FET0;FT;0149504;07-09-2016;07-10-2016;551291;4
f;3314;FET0;FN;0149784;26-09-2016;26-10-2016;151272;-15
F;3314;FET0;FT;0149953;28-09-2016;28-10-2016;145756;-17
I;3328;FET0;FN;0143307;31-08-2016;30-09-2016;16422000;11
I;3328;FET0;FN;0143435;30-09-2016;31-10-2016;17078880;-20
F;3329;FET0;FT;0032726;30-09-2013;30-10-2013;337722;1077
F;3329;FET0;FT;0037258;22-11-2013;23-12-2013;62475;1023
F;3329;FET0;FT;0058002;19-08-2014;18-09-2014;62475;754
F;3329;FET0;FT;0081481;10-04-2015;11-05-2015;80325;519
F;3329;FET0;FT;0146174;28-07-2016;29-08-2016;342601;43
f;3329;FET0;FN;0146635;24-08-2016;23-09-2016;65807;18
F;3329;fet0;FT;0146928;02-09-2016;03-10-2016;48790;8
F;3329;FET0;FT;0149676;21-09-2016;21-10-2016;401339;-10
F;3329;fet0;FT;0149905;26-09-2016;26-10-2016;65807;-15
F;3329;FET0;FT;0149998;29-09-2016;31-10-2016;44399;-20
F;3329;fet0;FT;0150031;29-09-2016;31-10-2016;44399;-20
G;3329;FET0;FN;0005713;28-03-2013;27-05-2013;880001;1233
G;3329;FNN0;FN;0621166;31-01-2012;01-03-2012;466004;1685
G;3329;FNN0;FN;0621454;29-02-2012;30-03-2012;1428000;1656
G;3329;FNN0;FN;0621459;29-02-2012;30-03-2012;434850;1656
G;3329;FNN0;FN;0632674;22-05-2012;21-06-2012;413680;1573
G;3329;FNN0;FN;0647758;29-11-2012;31-12-2012;1085661;1380
G;3329;fnn0;FN;0647878;17-12-2012;16-01-2013;929009;1364
G;3329;fnn0;FN;0648662;28-12-2012;26-02-2013;87465;1323
G;3329;FNN0;FN;0657740;28-02-2013;29-04-2013;1409008;1261
G;3329;FNN0;FN;0657741;28-02-2013;01-04-2013;1052430;1289
G;3329;fet0;FT;0022811;25-07-2013;26-08-2013;686868;1142
G;3329;fet0;FT;0022837;26-07-2013;26-08-2013;706979;1142
G;3329;fet0;FT;0023065;23-08-2013;23-09-2013;243998;1114
G;3329;fet0;FT;0023165;27-08-2013;26-09-2013;343434;1111
G;3329;FET0;FT;0041116;27-01-2014;26-02-2014;338912;958
G;3329;FET0;FT;0056269;23-06-2014;23-07-2014;135589;811
G;3329;FET0;FT;0107511;21-12-2015;20-01-2016;388702;265
G;3329;FET0;FT;0149075;30-08-2016;29-09-2016;327250;12
G;3329;FET0;FT;0149201;26-09-2016;26-10-2016;416381;-15
g;3329;fet0;FT;0149217;27-09-2016;27-10-2016;74756;-16
G;3329;FET0;FT;0149265;28-09-2016;28-10-2016;327250;-17
g;3329;fet0;FT;0149276;29-09-2016;31-10-2016;49980;-20
H;3345;FET0;FT;0138949;31-05-2016;30-06-2016;1124550;103
H;3345;FET0;FT;0139254;29-06-2016;29-07-2016;1606500;74
H;3345;fet0;FT;0147063;29-07-2016;29-08-2016;2249100;43
H;3345;FET0;FT;0147332;30-08-2016;29-09-2016;2329425;12
H;3345;FET0;FT;0153081;29-09-2016;31-10-2016;2249100;-20
f;3423;an;AN;3423;30-09-2016;30-09-2016;-279755;11
E;3439;fet0;FT;0088488;29-07-2015;28-08-2015;39180;410
F;3439;FET0;FT;0042437;13-01-2014;12-02-2014;821100;972
F2;3439;FNN0;FN;0672139;13-07-2015;12-08-2015;141015;426
F2;3439;FNN0;FN;0672184;13-07-2015;12-08-2015;549185;426
F2;3439;FNN0;FN;0672341;13-07-2015;12-08-2015;44625;426
f2;3439;FNN0;FN;0672391;13-07-2015;12-08-2015;188020;426
F2;3439;FET0;FT;0072625;29-01-2015;28-02-2015;5357;591
F2;3439;fet0;FT;0078668;28-03-2015;27-04-2015;42840;533
F2;3439;fet0;FT;0093180;23-06-2015;23-07-2015;101530;446
f2;3439;fet0;FT;0093225;25-06-2015;25-07-2015;46267;444
F2;3439;fet0;FT;0093342;26-06-2015;26-07-2015;101530;443
F2;3439;fet0;FT;0093420;02-07-2015;01-08-2015;278888;437
F2;3439;fet0;FT;0093460;07-07-2015;06-08-2015;152296;432
F2;3439;FET0;FT;0093567;14-07-2015;13-08-2015;146512;425
F2;3439;fet0;FT;0095531;24-07-2015;23-08-2015;39841;415
F2;3439;FET0;FT;0095574;27-07-2015;26-08-2015;46267;412
F2;3439;FET0;FT;0095820;07-08-2015;06-09-2015;212058;401
F2;3439;FET0;FT;0099932;28-08-2015;27-09-2015;251899;380
F2;3439;FET0;FT;0108455;19-11-2015;19-12-2015;39841;297
F2;3439;FET0;FT;0108463;20-11-2015;20-12-2015;212058;296
F2;3439;FET0;FT;0108516;24-11-2015;24-12-2015;203061;292
F2;3439;FET0;FT;0116754;04-12-2015;03-01-2016;101531;282
F2;3439;FET0;FT;0124708;08-02-2016;09-03-2016;119523;216
F2;3439;fet0;FT;0124933;25-02-2016;26-03-2016;59761;199
F2;3439;fet0;FT;0128366;29-03-2016;28-04-2016;59761;166
F2;3439;fet0;FT;0131819;28-04-2016;28-05-2016;30845;136
F2;3439;FET0;FT;0135542;27-05-2016;26-06-2016;21206;107
f2;3439;an;an;0125034;31-05-2016;31-05-2016;-59761;133
F2;3439;FET0;FT;0141019;29-06-2016;29-07-2016;21206;74
F2;3439;fet0;FT;0147669;19-08-2016;18-09-2016;753506;23
G;3478;FET0;FN;0082659;30-06-2015;30-07-2015;121134;439
G;3478;FET0;FN;0107418;30-11-2015;30-12-2015;1838746;286
G;3478;FET0;FN;0107613;30-12-2015;29-01-2016;1884094;256
g;3478;fet0;FT;0082707;06-07-2015;05-08-2015;143395;433
G;3478;FET0;FT;0107342;25-11-2015;25-12-2015;106505;291
G;3478;FET0;FT;0107520;22-12-2015;21-01-2016;106505;264
g;3478;fet0;FT;0115104;23-03-2016;22-04-2016;106505;172
G;3478;fet0;FN;0128808;21-04-2016;23-05-2016;1798347;141
G;3478;FET0;FN;0128902;29-04-2016;30-05-2016;1592924;134
G;3478;fet0;FN;0128991;19-05-2016;20-06-2016;1623032;113
G;3478;FET0;FN;0128992;19-05-2016;20-06-2016;2020777;113
G;3478;FET0;FN;0129110;31-05-2016;30-06-2016;1528596;103
G;3478;FET0;FN;0139651;30-06-2016;01-08-2016;1458255;71
G;3478;FET0;FN;0139856;29-07-2016;29-08-2016;1232191;43
G;3478;FET0;FN;0149093;31-08-2016;30-09-2016;1350720;11
G;3478;FET0;FN;0149291;30-09-2016;31-10-2016;1325217;-20
i;3478;net0;NC;0010016;10-03-2016;10-03-2016;-198675;215
H;3633;FET0;FT;0147058;29-07-2016;29-08-2016;4231640;43
H;3633;FET0;FT;0147329;30-08-2016;29-09-2016;4080510;12
H;3633;FET0;FT;0153033;26-09-2016;26-10-2016;3974838;-15
H;3633;fet0;FT;0153034;26-09-2016;26-10-2016;4114306;-15
H;3633;fet0;FT;0153076;29-09-2016;31-10-2016;4382770;-20
F2;3652;AN;AN;0072645;06-02-2015;06-02-2015;-181;613
F2;3652;FNN0;FN;0671325;13-07-2015;12-08-2015;32487;426
F2;3652;FNN0;FN;0672070;13-07-2015;12-08-2015;149464;426
f2;3652;FNN0;FN;0672417;13-07-2015;12-08-2015;29988;426
f2;3652;fet0;FT;0067584;11-12-2014;10-01-2015;149464;640
F2;3652;FET0;FT;0088113;26-05-2015;25-06-2015;149464;474
F2;3652;FET0;FT;0141121;04-07-2016;03-08-2016;141818;69
f2;3652;FET0;FT;0141257;15-07-2016;14-08-2016;141818;58
f2;3652;FET0;FT;0141413;28-07-2016;27-08-2016;141818;45
F2;3652;FET0;FT;0147599;11-08-2016;10-09-2016;141818;31
F2;3652;FET0;FT;0147672;19-08-2016;18-09-2016;139944;23
F2;3652;FET0;FT;0147904;01-09-2016;01-10-2016;141730;10
F2;3652;fet0;FT;0152667;27-09-2016;27-10-2016;141825;-16
c;3743;fet0;FT;0039556;28-02-2014;31-03-2014;3153;925
c;3743;fet0;FT;0129467;29-04-2016;30-05-2016;531930;134
c;3743;fet0;FT;0129469;29-04-2016;30-05-2016;89250;134
c;3743;fet0;FT;0129504;29-04-2016;30-05-2016;431197;134
c;3743;fet0;FT;0137838;30-08-2016;29-09-2016;89250;12
c;3743;fet0;FT;0137839;30-08-2016;29-09-2016;542640;12
C;3743;FET0;FT;0137877;31-08-2016;30-09-2016;3147712;11
C;3743;FET0;FN;0151650;29-09-2016;31-10-2016;1585865;-20
C;3743;FET0;FT;0151651;29-09-2016;31-10-2016;4033029;-20
C;3743;FET0;FT;0151738;30-09-2016;31-10-2016;311847;-20
c;3743;fet0;FT;0151778;30-09-2016;31-10-2016;89250;-20
c;3743;fet0;FT;0151779;30-09-2016;31-10-2016;542640;-20
F2;3781;FNN0;FN;0668363;13-07-2015;12-08-2015;17850;426
F2;3781;FNN0;FN;0671292;13-07-2015;12-08-2015;17850;426
F2;3781;FNN0;FN;0672241;13-07-2015;12-08-2015;17850;426
f2;3781;fet0;FT;0067831;31-12-2014;30-01-2015;17850;620
F2;3781;FET0;FT;0072634;29-01-2015;28-02-2015;17850;591
f2;3781;fet0;FT;0077181;26-02-2015;28-03-2015;17850;563
F2;3781;fet0;FT;0078731;30-03-2015;29-04-2015;17850;531
F2;3781;fet0;FT;0087751;30-04-2015;30-05-2015;17850;500
F2;3781;fet0;FT;0124934;25-02-2016;26-03-2016;17850;199
F2;3781;FET0;FT;0135455;23-05-2016;22-06-2016;71400;111
F2;3781;FET0;FT;0135456;23-05-2016;22-06-2016;89250;111
F2;3781;FET0;FT;0141020;29-06-2016;29-07-2016;17850;74
f2;3781;an;AN;3781;30-09-2016;30-09-2016;-160650;11
F2;3788;AN;AN;3788;30-09-2016;30-09-2016;-97616;11
F2;3788;AN;AN;3788-1;30-09-2016;30-09-2016;-64760;11
h1;3788;fet0;FT;0108087;29-12-2015;28-01-2016;22312;257
h1;3788;fet0;FT;0121722;27-01-2016;26-02-2016;97615;228
H1;3788;FET0;FT;0121754;28-01-2016;27-02-2016;22312;227
h1;3788;net0;NC;0009866;27-01-2016;27-01-2016;-1;258
H1;3788;FET0;FT;0130777;28-04-2016;28-05-2016;22313;136
h1;3788;fet0;FT;0130862;10-05-2016;09-06-2016;97616;124
h1;3788;fet0;FT;0141624;14-07-2016;13-08-2016;64760;59
H1;3788;FET0;FT;0141768;05-08-2016;04-09-2016;134292;37
H1;3788;FET0;FN;0141870;30-08-2016;29-09-2016;27946;12
H1;3788;FET0;FT;0153415;28-09-2016;28-10-2016;208131;-17
h1;3788;FET0;FN;0153436;30-09-2016;30-10-2016;28539;-19
h1;3808;fet0;FT;0081065;05-05-2015;04-06-2015;128178;495
h1;3808;net0;NC;0008441;25-08-2015;25-08-2015;-1;413
H1;3808;FET0;FT;0131040;10-06-2016;10-07-2016;180;93
H1;3808;FET0;FT;0141640;21-07-2016;20-08-2016;50756;52
H1;3808;FET0;FT;0141726;28-07-2016;27-08-2016;15739;45
H1;3808;FET0;FT;0141779;09-08-2016;08-09-2016;50730;33
H1;3808;FET0;FT;0141805;17-08-2016;16-09-2016;159151;25
H1;3808;FET0;FT;0141845;24-08-2016;23-09-2016;96277;18
H1;3808;FET0;FT;0153361;12-09-2016;12-10-2016;51808;-1
H1;3808;FET0;FT;0153375;15-09-2016;15-10-2016;98268;-4
H1;3808;FET0;FT;0153429;29-09-2016;29-10-2016;51808;-18
e;3813;fet0;FT;0142646;16-08-2016;15-09-2016;143324;26
e;3813;fet0;FT;0142657;19-08-2016;19-09-2016;75434;22
e;3813;fet0;FT;0142661;22-08-2016;21-09-2016;198010;20
E;3813;FET0;FT;0142693;29-08-2016;28-09-2016;42233;13
e;3813;fet0;FT;0142786;09-09-2016;10-10-2016;53907;1
e;3813;fet0;FT;0142799;16-09-2016;17-10-2016;71662;-6
e;3813;fet0;FT;0142810;23-09-2016;24-10-2016;107493;-13
e;3813;fet0;FT;0142834;27-09-2016;27-10-2016;48266;-16
F2;3845;FET0;FT;0079007;17-04-2015;17-05-2015;138040;513
F2;3845;FET0;FT;0131784;27-04-2016;26-06-2016;149083;107
F2;3845;FET0;FT;0132061;13-05-2016;12-07-2016;537571;91
F2;3845;FET0;FT;0135435;23-05-2016;22-07-2016;149083;81
F2;3845;FET0;FT;0135700;07-06-2016;06-08-2016;395392;66
f2;3845;FET0;FT;0141450;29-07-2016;27-09-2016;1212113;14
F2;3845;FET0;FT;0147612;12-08-2016;11-10-2016;149083;0
f2;3845;an;an;72407;30-08-2016;30-08-2016;-435183;42
F2;3845;FET0;FT;0147702;24-08-2016;23-10-2016;38556;-12
F2;3845;FET0;FT;0152476;08-09-2016;07-11-2016;282423;-27
F2;3845;FET0;FT;0152497;09-09-2016;08-11-2016;148982;-28
F2;3845;FET0;FT;0152576;15-09-2016;14-11-2016;326719;-34
F2;3845;fet0;FT;0152579;15-09-2016;15-10-2016;403834;-4
F2;3845;fet0;FT;0152597;21-09-2016;21-10-2016;282423;-10
D;3939;fet0;FT;0126659;04-03-2016;04-04-2016;166381;190
D;3939;FET0;FT;0126689;16-03-2016;15-04-2016;418261;179
D;3939;fet0;FT;0126726;29-03-2016;28-04-2016;351502;166
D;3939;FET0;FT;0126773;30-03-2016;29-04-2016;90821;165
D;3939;fet0;FT;0126824;15-04-2016;16-05-2016;292919;148
D;3939;fet0;FT;0126831;18-04-2016;18-05-2016;334239;146
D;3939;fet0;FT;0126844;22-04-2016;23-05-2016;166481;141
D;3939;fet0;FT;0126907;29-04-2016;30-05-2016;71900;134
D;3939;fet0;FT;0126926;02-05-2016;01-06-2016;292919;132
D;3939;FET0;FT;0126970;25-05-2016;24-06-2016;418261;109
D;3939;fet0;FT;0127028;31-05-2016;30-06-2016;166481;103
D;3939;fet0;FT;0127031;31-05-2016;30-06-2016;102173;103
D;3939;FET0;FT;0127047;31-05-2016;30-06-2016;166481;103
D;3939;fet0;FT;0141997;30-06-2016;01-08-2016;64331;71
D;3939;FET0;FT;0142090;28-07-2016;29-08-2016;359678;43
D;3939;fet0;FT;0153755;30-09-2016;31-10-2016;30274;-20
f;3947;net1;NC;0009180;27-11-2015;27-11-2015;-47600;319
f2;3947;an;an;0072568;10-04-2015;10-04-2015;-741;550
f2;3947;an;an;0077146;10-04-2015;10-04-2015;-1;550
F2;3947;FNN0;FN;0672235;13-07-2015;12-08-2015;59405;426
F2;3947;fet0;FT;0078670;28-03-2015;27-04-2015;118809;533
F2;3947;fet0;FT;0087765;04-05-2015;03-06-2015;438863;496
F2;3947;FET0;FT;0108396;17-11-2015;17-12-2015;509334;299
F2;3947;FET0;FT;0108441;19-11-2015;19-12-2015;469569;297
F2;3947;FET0;FT;0108617;24-11-2015;24-12-2015;127125;292
I;4097;AN;AN;0075449;15-12-2015;15-12-2015;-329312;301
f;4165;an;an;0096740;20-01-2016;20-01-2016;-1000;265
F;4165;FET0;FN;0118977;25-02-2016;25-04-2016;31129;169
f;4165;FET0;FN;0146498;18-08-2016;17-10-2016;855393;-6
f;4165;FET0;FN;0146636;24-08-2016;24-10-2016;127135;-13
F;4165;FET0;FN;0146764;26-08-2016;25-10-2016;797338;-14
F;4165;fet0;FT;0149543;09-09-2016;10-10-2016;12100;1
F;4165;fet0;FT;0149897;26-09-2016;26-10-2016;84918;-15
f;4165;FET0;FN;0149999;29-09-2016;28-11-2016;835930;-48
f;4248;net1;NC;0008607;25-08-2015;25-08-2015;-711144;413
C;4264;FET0;FT;0110609;09-12-2015;08-01-2016;4027693;277
c;4264;fet0;FT;0129607;24-05-2016;23-06-2016;238000;110
C;4264;FET0;FT;0129608;24-05-2016;23-06-2016;249900;110
C;4264;FET0;FT;0129609;24-05-2016;23-06-2016;249900;110
c;4264;fet0;FT;0136978;31-05-2016;30-06-2016;249899;103
C;4264;FET0;FT;0137011;31-05-2016;30-06-2016;1766055;103
C;4264;FET0;FT;0137013;31-05-2016;30-06-2016;1227683;103
c;4264;fet0;FT;0137072;31-05-2016;30-06-2016;252694;103
c;4264;fet0;FT;0137212;29-06-2016;29-07-2016;251027;74
c;4264;fet0;FT;0137347;01-07-2016;01-08-2016;11331376;71
c;4264;fet0;FT;0137365;04-07-2016;03-08-2016;869022;69
c;4264;fet0;FT;0137566;28-07-2016;29-08-2016;6592329;43
c;4264;fet0;FT;0137567;28-07-2016;29-08-2016;2207855;43
c;4264;fet0;FT;0137568;28-07-2016;29-08-2016;1191768;43
