COD_SUCURSAL;COD_CLIENTE;SERIE;COD_TIPO_DOCUMENTO;DOCUMENTO;FECHA_EMISION;FECHA_VENCIMIENTO;SALDO;MORA
F2;3;FNN0;FN;0672324;13-07-2015;12-08-2015;334688;426
f2;3;FNN0;FN;0672482;13-07-2015;12-08-2015;164042;426
F2;3;FET0;FT;0135524;27-05-2016;26-06-2016;364854;107
F2;3;FET0;FT;0140998;29-06-2016;29-07-2016;364854;74
F2;3;FET0;FT;0141113;30-06-2016;30-07-2016;248101;73
f2;3;fet0;FT;0147462;29-07-2016;28-08-2016;260481;44
F2;3;FET0;FT;0147808;31-08-2016;30-09-2016;260481;11
F2;3;FET0;FT;0152693;28-09-2016;28-10-2016;260481;-17
g;3;fet0;FT;0148953;17-08-2016;16-09-2016;321300;25
G;3;FET0;FT;0148967;19-08-2016;19-09-2016;348075;22
G;3;FET0;FT;0149006;25-08-2016;26-09-2016;464100;15
G;3;FET0;FT;0149016;29-08-2016;28-09-2016;232050;13
G;3;FET0;FT;0149107;05-09-2016;05-10-2016;696150;6
g;3;fet0;FT;0149182;26-09-2016;26-10-2016;214200;-15
g;3;fet0;FT;0149183;26-09-2016;26-10-2016;232050;-15
G;3;FET0;FT;0149277;30-09-2016;31-10-2016;348075;-20
D;43;FET0;FN;0028934;29-09-2014;28-11-2014;536427;683
D;97;FET0;FT;0127035;31-05-2016;30-06-2016;100;103
D;97;FET0;FT;0142014;01-07-2016;01-08-2016;136344;71
D;97;fet0;FT;0142044;19-07-2016;18-08-2016;136344;54
D;97;fet0;FT;0142053;21-07-2016;22-08-2016;276956;50
D;97;fet0;FT;0142065;22-07-2016;22-08-2016;136344;50
D;97;FET0;FT;0142074;26-07-2016;25-08-2016;57394;47
D;97;fet0;FT;0142088;28-07-2016;29-08-2016;136344;43
D;97;FET0;FT;0142147;29-07-2016;29-08-2016;207717;43
D;97;fet0;FT;0142183;04-08-2016;05-09-2016;302091;36
D;97;fet0;FT;0142189;05-08-2016;05-09-2016;344061;36
D;97;fet0;FT;0142190;08-08-2016;07-09-2016;425868;34
D;97;fet0;FT;0142193;09-08-2016;08-09-2016;163613;33
D;97;fet0;FT;0142244;26-08-2016;26-09-2016;138478;15
D;97;fet0;FT;0142253;30-08-2016;29-09-2016;70638;12
D;97;FET0;FT;0142219;19-08-2016;19-09-2016;316792;22
D;97;FET0;FT;0142327;02-09-2016;03-10-2016;234986;8
D;97;fet0;FT;0142338;09-09-2016;10-10-2016;220284;1
D;97;fet0;FT;0142350;14-09-2016;14-10-2016;247553;-3
D;97;fet0;FT;0142356;20-09-2016;20-10-2016;163613;-9
D;97;fet0;FT;0142363;23-09-2016;24-10-2016;163613;-13
D;97;fet0;FT;0142367;23-09-2016;24-10-2016;163613;-13
D;97;FET0;FT;0142386;28-09-2016;28-10-2016;70638;-17
D;97;fet0;FT;0142392;29-09-2016;31-10-2016;163613;-20
d;100;an;an;0113716;24-08-2016;24-08-2016;-2000;48
D;101;FET0;FN;0027959;27-02-2014;31-03-2014;121394;925
D;101;FET0;FT;0142007;30-06-2016;01-08-2016;5;71
D;101;fet0;FT;0142017;04-07-2016;03-08-2016;71326;69
D;101;fet0;FT;0142023;06-07-2016;05-08-2016;147605;67
D;101;FET0;FT;0142080;26-07-2016;25-08-2016;36200;47
D;101;fet0;FT;0142177;02-08-2016;01-09-2016;71326;40
D;101;FET0;FT;0142205;12-08-2016;12-09-2016;71326;29
D;101;FET0;FT;0142259;30-08-2016;29-09-2016;42233;12
D;101;FET0;FT;0142265;30-08-2016;29-09-2016;106989;12
D;101;fet0;FT;0142377;27-09-2016;27-10-2016;71326;-16
D;128;fet0;FT;0062733;27-02-2015;30-03-2015;94024;561
D;128;FET0;FT;0086498;28-05-2015;29-06-2015;38551;470
D;128;FET0;FT;0127027;31-05-2016;30-06-2016;25537;103
D;128;fet0;FT;0142379;27-09-2016;27-10-2016;7618106;-16
D;128;fet0;FT;0142432;29-09-2016;31-10-2016;6066227;-20
D;144;FET0;FT;0027474;09-10-2013;08-11-2013;35313;1068
D;156;fet0;FT;0126895;29-04-2016;30-05-2016;6586650;134
D;156;fet0;FT;0127059;31-05-2016;30-06-2016;7470225;103
D;156;FET0;FT;0141968;29-06-2016;29-07-2016;7148925;74
D;156;FET0;FT;0142158;29-07-2016;27-09-2016;7068600;14
D;156;FET0;FT;0142308;31-08-2016;31-10-2016;7389900;-20
D;156;FET0;FT;0142444;30-09-2016;29-11-2016;6747300;-49
D;167;fet0;FT;0142026;07-07-2016;08-08-2016;45475;64
D;167;fet0;FT;0142211;17-08-2016;16-09-2016;39458;25
D;193;FET0;FT;0142171;29-07-2016;27-09-2016;2692970;14
D;193;FET0;FT;0142306;31-08-2016;31-10-2016;2519230;-20
D;193;FET0;FT;0142443;30-09-2016;29-11-2016;2779840;-49
c;249;fet0;FT;0129485;29-04-2016;30-05-2016;119000;134
c;249;fet0;FT;0137116;07-06-2016;07-07-2016;119000;96
c;249;fet0;FT;0137204;29-06-2016;29-07-2016;119000;74
c;249;FET0;FN;0137257;30-06-2016;01-08-2016;2785368;71
C;249;FET0;FN;0137486;27-07-2016;26-08-2016;2410399;46
c;249;fet0;FT;0137612;29-07-2016;29-08-2016;1934351;43
c;249;fet0;FT;0137616;29-07-2016;29-08-2016;119000;43
c;249;fet0;FT;0137720;18-08-2016;19-09-2016;228599;22
c;249;fet0;FT;0137825;30-08-2016;29-09-2016;119000;12
C;249;FET0;FN;0137854;31-08-2016;30-09-2016;2206611;11
c;249;fet0;FT;0151506;31-08-2016;30-09-2016;234549;11
c;249;FET0;FN;0151641;29-09-2016;31-10-2016;2766619;-20
c;249;fet0;FT;0151782;30-09-2016;31-10-2016;119000;-20
c;249;FET0;FN;0151790;30-09-2016;31-10-2016;2614186;-20
D;249;FET0;FT;0126737;29-03-2016;28-04-2016;379610;166
D;249;fet0;FT;0126909;29-04-2016;30-05-2016;35700;134
D;249;fet0;FT;0142378;27-09-2016;27-10-2016;107100;-16
c;262;fet0;FT;0137673;04-08-2016;05-09-2016;3646701;36
c;262;fet0;FT;0137842;30-08-2016;29-09-2016;606950;12
c;262;FET0;FN;0137856;31-08-2016;30-09-2016;10933616;11
C;262;FET0;FN;0151642;29-09-2016;31-10-2016;10534570;-20
C;262;FET0;FT;0151643;29-09-2016;31-10-2016;4605749;-20
c;262;fet0;FT;0151735;30-09-2016;31-10-2016;606950;-20
C;262;FET0;FT;0151736;30-09-2016;31-10-2016;49919;-20
C;271;AN;AN;0110628;21-03-2016;21-03-2016;-1;204
C;271;FET0;FT;0129415;29-04-2016;28-06-2016;5754031;105
C;271;FET0;FT;0136986;31-05-2016;01-08-2016;6466615;71
C;271;FET0;FT;0136991;31-05-2016;01-08-2016;1237600;71
C;271;FET0;FT;0136997;31-05-2016;30-06-2016;12520;103
c;271;fet0;FT;0137066;31-05-2016;30-06-2016;408694;103
c;271;fet0;FT;0137206;29-06-2016;29-07-2016;127235;74
C;271;FET0;FT;0137244;30-06-2016;29-08-2016;1047200;43
C;271;FET0;FT;0137250;30-06-2016;29-08-2016;7065220;43
C;271;FET0;FT;0137260;30-06-2016;01-08-2016;120476;71
C;271;FET0;FT;0137261;30-06-2016;01-08-2016;1029172;71
C;271;FET0;FT;0137262;30-06-2016;01-08-2016;135743;71
C;271;FET0;FT;0137263;30-06-2016;01-08-2016;768193;71
C;271;FET0;FT;0137264;30-06-2016;01-08-2016;125140;71
C;271;FET0;FT;0137265;30-06-2016;01-08-2016;88441;71
c;271;fet0;FT;0137355;04-07-2016;03-08-2016;150785;69
c;271;fet0;FT;0137432;18-07-2016;17-08-2016;1454954;55
C;271;FET0;FT;0137489;27-07-2016;26-08-2016;551172;46
C;271;FET0;FT;0137490;27-07-2016;26-08-2016;88441;46
C;271;FET0;FT;0137491;27-07-2016;26-08-2016;294275;46
C;271;FET0;FT;0137492;27-07-2016;26-08-2016;278555;46
C;271;FET0;FT;0137493;27-07-2016;26-08-2016;104006;46
C;271;FET0;FT;0137494;27-07-2016;26-08-2016;551172;46
C;271;FET0;FT;0137495;27-07-2016;26-08-2016;661723;46
C;271;FET0;FT;0137496;27-07-2016;26-08-2016;110551;46
C;271;FET0;FT;0137497;27-07-2016;26-08-2016;227945;46
C;271;FET0;FT;0137582;29-07-2016;27-09-2016;5504512;14
C;271;FET0;FT;0137583;29-07-2016;27-09-2016;1142400;14
C;271;FET0;FT;0137593;29-07-2016;27-09-2016;43868;14
C;271;FET0;FT;0137595;29-07-2016;29-08-2016;110551;43
c;271;fet0;FT;0137615;29-07-2016;29-08-2016;127235;43
c;271;fet0;FT;0137786;29-08-2016;28-09-2016;624691;13
c;271;fet0;FT;0137831;30-08-2016;29-09-2016;127235;12
C;271;AN;AN;0136997;31-08-2016;31-08-2016;-104007;41
C;271;FET0;FT;0137858;31-08-2016;30-09-2016;110551;11
C;271;FET0;FT;0137859;31-08-2016;30-09-2016;110551;11
C;271;FET0;FT;0137861;31-08-2016;30-09-2016;440062;11
C;271;FET0;FT;0137862;31-08-2016;30-09-2016;918621;11
C;271;FET0;FT;0137863;31-08-2016;30-09-2016;52003;11
C;271;FET0;FT;0137864;31-08-2016;30-09-2016;135743;11
C;271;FET0;FT;0137865;31-08-2016;30-09-2016;422724;11
C;271;FET0;FT;0137866;31-08-2016;30-09-2016;683834;11
C;271;FET0;FT;0151462;31-08-2016;31-10-2016;7994563;-20
C;271;FET0;FT;0151463;31-08-2016;31-10-2016;1332800;-20
C;271;FET0;FT;0151464;31-08-2016;31-10-2016;49544;-20
C;271;FET0;FT;0151497;31-08-2016;30-09-2016;450427;11
C;271;FET0;FT;0151498;31-08-2016;30-09-2016;54847;11
C;271;FET0;FT;0151723;30-09-2016;29-11-2016;1428000;-49
C;271;FET0;FT;0151724;30-09-2016;29-11-2016;21934;-49
C;271;FET0;FT;0151725;30-09-2016;29-11-2016;6681243;-49
c;271;fet0;FT;0151753;30-09-2016;31-10-2016;127235;-20
c;272;an;an;0137207;29-07-2016;29-07-2016;-40067;74
c;272;fet0;FT;0137841;30-08-2016;29-09-2016;820757;12
c;272;fet0;FT;0137847;30-08-2016;29-09-2016;1096580;12
c;272;fet0;FT;0151470;31-08-2016;30-09-2016;863245;11
c;272;fet0;FT;0151474;31-08-2016;30-09-2016;235876;11
c;272;an;an;0137690;31-08-2016;31-08-2016;-1934759;41
c;272;fet0;FT;0151572;16-09-2016;17-10-2016;863245;-6
c;272;fet0;FT;0151573;20-09-2016;20-10-2016;548290;-9
c;272;fet0;FT;0151574;20-09-2016;20-10-2016;548290;-9
C;272;FET0;FT;0151576;20-09-2016;20-10-2016;314955;-9
c;272;an;an;0137783;30-09-2016;30-09-2016;-1478154;11
C;272;FET0;FT;0151590;22-09-2016;24-10-2016;863245;-13
c;272;fet0;FT;0151608;26-09-2016;26-10-2016;863245;-15
C;272;FET0;FT;0151634;28-09-2016;28-10-2016;548290;-17
c;272;fet0;FT;0151637;29-09-2016;31-10-2016;863245;-20
c;272;fet0;FT;0151638;29-09-2016;31-10-2016;314955;-20
c;272;fet0;FT;0151754;30-09-2016;31-10-2016;821182;-20
c;287;fet0;FT;0110488;30-11-2015;30-12-2015;659849;286
c;287;net0;NC;0008791;28-09-2015;28-09-2015;-204077;379
c;287;fet0;FT;0129580;19-05-2016;20-06-2016;7860746;113
c;287;fet0;FT;0137208;29-06-2016;29-07-2016;457894;74
c;287;fet0;FT;0137360;04-07-2016;03-08-2016;3910745;69
c;287;fet0;FT;0137362;04-07-2016;03-08-2016;1426511;69
c;287;fet0;FT;0137363;04-07-2016;03-08-2016;1244258;69
c;287;fet0;FT;0137364;04-07-2016;03-08-2016;1117824;69
c;287;fet0;FT;0137485;27-07-2016;26-08-2016;457894;46
c;287;fet0;FT;0137788;29-08-2016;28-09-2016;4178505;13
c;287;fet0;FT;0137789;29-08-2016;28-09-2016;3186675;13
c;287;FET0;FN;0137870;31-08-2016;30-09-2016;2158351;11
C;287;FET0;FT;0137871;31-08-2016;30-09-2016;4697292;11
C;287;FET0;FN;0151644;29-09-2016;31-10-2016;7969692;-20
C;287;FET0;FT;0151645;29-09-2016;31-10-2016;2246319;-20
E;287;FET0;FT;0125351;21-03-2016;20-04-2016;487900;174
F;322;FET0;FN;0046109;24-02-2014;26-03-2014;11353;930
H;322;FET0;FN;0146985;28-07-2016;29-08-2016;34058;43
h;322;FET0;FN;0147335;30-08-2016;29-09-2016;34058;12
H;322;FET0;FT;0147449;07-09-2016;07-10-2016;145977;4
h;322;FET0;FN;0153082;30-09-2016;31-10-2016;28977;-20
c;341;fet0;FT;0060557;29-10-2014;28-11-2014;30024;683
c;395;fet0;FT;0137688;08-08-2016;07-09-2016;167612;34
c;395;fet0;FT;0137697;11-08-2016;12-09-2016;167612;29
c;395;fet0;FT;0137730;23-08-2016;22-09-2016;67045;19
c;397;fet0;FT;0040348;03-06-2014;03-07-2014;117929;831
C;397;FET0;FT;0040843;05-08-2014;04-09-2014;113169;768
c;397;fet0;FT;0060781;18-11-2014;18-12-2014;287266;663
c;397;fet0;FT;0084298;27-05-2015;26-06-2015;261503;473
C;397;FET0;FT;0104177;28-10-2015;27-11-2015;222416;319
C;397;FET0;FT;0110599;09-12-2015;08-01-2016;116080;277
C;397;FET0;FT;0110600;09-12-2015;08-01-2016;444832;277
c;397;fet0;FT;0117994;10-03-2016;11-04-2016;176586;183
c;397;fet0;FT;0117995;10-03-2016;11-04-2016;145682;183
c;397;net0;NC;0010271;26-04-2016;26-04-2016;-1;168
C;397;FET0;FT;0129333;27-04-2016;27-05-2016;124858;137
C;397;FET0;FT;0137269;30-06-2016;01-08-2016;171972;71
C;397;FET0;FT;0137698;11-08-2016;12-09-2016;198333;29
C;397;FET0;FT;0137732;23-08-2016;22-09-2016;737293;19
c;397;fet0;FT;0137818;30-08-2016;29-09-2016;268650;12
c;397;fet0;FT;0137849;30-08-2016;29-09-2016;343943;12
C;397;FET0;FT;0151543;07-09-2016;07-10-2016;297499;4
c;397;fet0;FT;0151720;29-09-2016;31-10-2016;1157647;-20
c;397;fet0;FT;0151731;30-09-2016;31-10-2016;171972;-20
c;397;fet0;FT;0151783;30-09-2016;31-10-2016;171972;-20
c;397;fet0;FT;0151794;30-09-2016;31-10-2016;3937880;-20
b;479;NET0;NC;0009429;29-07-2016;29-07-2016;-3384327;74
B;479;fet0;FT;0005063;30-09-2016;31-10-2016;730040719;-20
C;479;FET0;FT;0113386;31-12-2015;01-02-2016;13436;253
c;479;fet0;FT;0117958;29-02-2016;30-03-2016;20111656;195
c;479;net0;NC;0001477;31-08-2014;31-08-2014;-275128;772
c;479;net0;NC;0009458;28-12-2015;28-12-2015;-8366299;288
C;479;FET0;FT;0137005;31-05-2016;30-06-2016;10;103
c;479;fet0;FT;0137451;21-07-2016;22-08-2016;1501330;50
c;479;fet0;FT;0137452;21-07-2016;22-08-2016;3670572;50
c;479;fet0;FT;0137453;21-07-2016;22-08-2016;6160099;50
c;479;fet0;FT;0137587;29-07-2016;29-08-2016;8507295;43
c;479;fet0;FT;0137588;29-07-2016;29-08-2016;1386540;43
c;479;fet0;FT;0137607;29-07-2016;29-08-2016;3392026;43
c;479;fet0;FT;0151489;31-08-2016;30-09-2016;1450188;11
c;479;fet0;FT;0151494;31-08-2016;30-09-2016;485365;11
c;479;fet0;FT;0151514;31-08-2016;30-09-2016;285600;11
c;479;fet0;FT;0151516;31-08-2016;30-09-2016;485365;11
c;479;an;an;0137345;20-09-2016;20-09-2016;-399;21
c;479;fet0;FT;0151712;29-09-2016;31-10-2016;9241282;-20
c;479;fet0;FT;0151713;29-09-2016;31-10-2016;1287231;-20
c;488;fet0;FT;0137561;28-07-2016;29-08-2016;1638609;43
c;488;fet0;FT;0151495;31-08-2016;30-09-2016;2359259;11
c;488;fet0;FT;0151630;27-09-2016;27-10-2016;2384724;-16
C;488;FET0;FT;0151648;29-09-2016;31-10-2016;212558;-20
c;488;fet0;FT;0151734;30-09-2016;31-10-2016;2267424;-20
E;509;fet0;FT;0014469;31-07-2013;30-08-2013;602557;1138
E;509;fet0;FT;0045477;29-05-2014;30-06-2014;2617397;834
E;509;fet0;FT;0045827;31-07-2014;01-09-2014;3589092;771
E;509;FET0;FT;0088556;30-07-2015;31-08-2015;4870206;407
E;509;FET0;FT;0142772;02-09-2016;03-10-2016;628712;8
e;509;fet0;FT;0142773;02-09-2016;03-10-2016;2042825;8
E;509;FET0;FT;0142824;26-09-2016;26-10-2016;301118;-15
e;509;fet0;FT;0142826;26-09-2016;26-10-2016;864035;-15
e;509;fet0;FT;0142927;30-09-2016;31-10-2016;2021463;-20
e;509;fet0;FT;0142928;30-09-2016;31-10-2016;1681437;-20
e;561;fet0;FT;0142809;22-09-2016;24-10-2016;151868;-13
e;561;fet0;FT;0142833;27-09-2016;27-10-2016;65288;-16
g;597;FET0;FN;0022688;18-07-2013;19-08-2013;255773;1149
G;597;FNN0;FN;0419807;13-04-2007;14-05-2007;158032;3438
G;597;FNN0;FN;0419821;16-04-2007;16-05-2007;40520;3436
G;597;fnn0;FN;0419903;25-04-2007;25-05-2007;255969;3427
G;597;FNN0;FN;0419918;27-04-2007;28-05-2007;85323;3424
G;597;fnn0;FN;0433506;15-06-2007;16-07-2007;68901;3375
G;597;FNN0;FN;0451069;16-11-2007;17-12-2007;46648;3221
G;597;FNN0;FN;0451251;30-11-2007;31-12-2007;45982;3207
G;597;FNN0;FN;0462664;03-03-2008;02-04-2008;150228;3114
G;597;FNN0;FN;0477350;31-07-2008;01-09-2008;42799;2962
G;597;FNN0;FN;0485314;30-09-2008;30-10-2008;51729;2903
G;597;FNN0;FN;0492603;31-10-2008;01-12-2008;51729;2871
G;597;FNN0;FN;0505057;28-02-2009;30-03-2009;51729;2752
G;597;FNN0;FN;0583471;29-04-2011;30-05-2011;282782;1961
G;597;fnn0;FN;0583577;13-05-2011;13-06-2011;152553;1947
G;597;FNN0;FN;0595263;28-07-2011;29-08-2011;60351;1870
G;597;FNN0;FN;0648983;31-01-2013;04-03-2013;177669;1317
G;597;FNN0;FN;0657561;12-02-2013;14-03-2013;152553;1307
g;597;FNN0;FN;0657647;28-02-2013;01-04-2013;97711;1289
G;597;fet0;FT;0022801;24-07-2013;23-08-2013;152553;1145
G;597;fet0;FT;0022803;24-07-2013;23-08-2013;66099;1145
G;597;fet0;FT;0022808;24-07-2013;23-08-2013;173205;1145
g;618;FET0;FN;0139592;29-06-2016;29-07-2016;16398;74
g;618;FET0;FN;0139791;27-07-2016;26-08-2016;16398;46
g;618;FET0;FN;0149023;29-08-2016;28-09-2016;16398;13
g;618;FET0;FN;0149223;28-09-2016;28-10-2016;13747;-17
G;644;FET0;FT;0107533;24-12-2015;25-01-2016;377647;260
G;644;FET0;FN;0005786;08-04-2013;08-05-2013;114240;1252
G;644;FET0;FN;0097185;25-08-2015;26-10-2015;1656480;351
g;644;FET0;FN;0098299;24-09-2015;26-10-2015;132209;351
g;644;FET0;FN;0107148;26-10-2015;25-11-2015;132804;321
g;644;FET0;FN;0107348;26-11-2015;28-12-2015;133161;288
G;644;FET0;FN;0107540;28-12-2015;27-01-2016;136969;258
G;644;FET0;FN;0107616;31-12-2015;29-02-2016;3447687;225
g;644;FET0;FN;0114739;26-01-2016;25-02-2016;136136;229
g;644;FET0;FN;0114783;27-01-2016;26-02-2016;319427;228
G;644;FET0;FN;0114879;23-02-2016;25-04-2016;3521676;169
G;644;FET0;FN;0114909;24-02-2016;25-03-2016;136731;200
G;644;FET0;FT;0023223;30-08-2013;30-09-2013;430542;1107
G;644;FET0;FT;0036232;10-10-2013;11-11-2013;119619;1065
G;644;FET0;FT;0036980;30-12-2013;29-01-2014;116620;986
G;644;FET0;FT;0041396;24-02-2014;26-03-2014;119476;930
G;644;FET0;FT;0065675;22-12-2014;20-02-2015;120547;599
G;644;FET0;FT;0098201;02-09-2015;02-10-2015;194282;375
G;644;FET0;FT;0098212;07-09-2015;07-10-2015;258507;370
G;644;FET0;FT;0098214;07-09-2015;07-10-2015;296381;370
G;644;FET0;FT;0098224;09-09-2015;09-10-2015;384648;368
G;644;FET0;FT;0098233;10-09-2015;12-10-2015;246985;365
G;644;FET0;FT;0098253;15-09-2015;15-10-2015;261156;362
g;644;fet0;FT;0098273;16-09-2015;16-10-2015;1748139;361
G;644;FET0;FT;0098279;21-09-2015;21-10-2015;246985;356
G;644;FET0;FT;0098287;22-09-2015;22-10-2015;69137;355
G;644;FET0;FT;0098295;24-09-2015;26-10-2015;148191;351
g;644;fet0;FT;0098343;25-09-2015;26-10-2015;350050;351
g;644;fet0;FT;0098353;29-09-2015;29-10-2015;306251;348
G;644;FET0;FT;0098372;29-09-2015;29-10-2015;2245083;348
G;644;FET0;FT;0098388;02-10-2015;02-11-2015;323216;344
g;644;fet0;FT;0098411;05-10-2015;04-11-2015;340394;342
g;644;fet0;FT;0098412;05-10-2015;04-11-2015;1179414;342
G;644;FET0;FT;0098417;08-10-2015;09-11-2015;256854;337
G;644;FET0;FT;0098423;09-10-2015;09-11-2015;270030;337
G;644;FET0;FT;0098432;13-10-2015;12-11-2015;332603;334
g;644;fet0;FT;0098445;14-10-2015;13-11-2015;345778;333
G;644;FET0;FT;0098452;15-10-2015;16-11-2015;246985;330
G;644;FET0;FT;0098457;16-10-2015;16-11-2015;246985;330
g;644;fet0;FT;0098464;19-10-2015;18-11-2015;411270;328
G;644;FET0;FT;0098485;22-10-2015;23-11-2015;194282;323
G;644;FET0;FT;0107131;23-10-2015;23-11-2015;148191;323
G;644;FET0;FT;0107188;26-10-2015;25-11-2015;182546;321
G;644;FET0;FT;0107193;27-10-2015;26-11-2015;382270;320
g;644;fet0;FT;0107214;29-10-2015;30-11-2015;246985;316
G;644;FET0;FT;0107244;04-11-2015;04-12-2015;246985;312
G;644;FET0;FT;0107250;06-11-2015;07-12-2015;370477;309
G;644;FET0;FT;0107268;10-11-2015;10-12-2015;197588;306
G;644;FET0;FT;0107280;13-11-2015;14-12-2015;422010;302
G;644;FET0;FT;0107293;17-11-2015;17-12-2015;323948;299
G;644;FET0;FT;0107298;18-11-2015;18-12-2015;302117;298
G;644;FET0;FT;0107310;20-11-2015;21-12-2015;197588;295
G;644;FET0;FT;0107316;23-11-2015;23-12-2015;258777;293
G;644;FET0;FT;0107341;25-11-2015;25-12-2015;197588;291
g;644;fet0;FT;0107344;25-11-2015;25-12-2015;34355;291
G;644;FET0;FT;0107392;26-11-2015;28-12-2015;246985;288
g;644;fet0;FT;0107400;27-11-2015;28-12-2015;209059;288
G;644;FET0;FT;0107402;30-11-2015;30-12-2015;370477;286
G;644;FET0;FT;0107430;02-12-2015;01-01-2016;63903;284
g;644;fet0;FT;0107440;02-12-2015;01-01-2016;162602;284
g;644;fet0;FT;0107441;03-12-2015;04-01-2016;185830;281
G;644;FET0;FT;0107442;03-12-2015;04-01-2016;246985;281
G;644;FET0;FT;0107443;04-12-2015;04-01-2016;345778;281
G;644;FET0;FT;0107457;09-12-2015;08-01-2016;246985;277
G;644;FET0;FT;0107470;10-12-2015;11-01-2016;246985;274
G;644;FET0;FT;0107474;14-12-2015;13-01-2016;246985;272
G;644;FET0;FT;0107486;16-12-2015;15-01-2016;246985;270
G;644;FET0;FT;0107498;17-12-2015;18-01-2016;456365;267
G;644;FET0;FT;0107504;21-12-2015;20-01-2016;246985;265
G;644;FET0;FT;0107515;21-12-2015;20-01-2016;628362;265
G;644;FET0;FT;0107531;23-12-2015;22-01-2016;493969;263
G;644;FET0;FT;0107535;28-12-2015;27-01-2016;566470;258
G;644;FET0;FT;0107590;29-12-2015;28-01-2016;246985;257
G;644;FET0;FT;0114655;08-01-2016;08-02-2016;246985;246
g;644;fet0;FT;0114664;11-01-2016;10-02-2016;62475;244
G;644;FET0;FT;0114669;12-01-2016;11-02-2016;273013;243
g;644;fet0;FT;0114690;14-01-2016;15-02-2016;528537;239
G;644;FET0;FT;0114703;21-01-2016;22-02-2016;270030;232
G;644;FET0;FT;0114714;21-01-2016;22-02-2016;419874;232
G;644;FET0;FT;0114818;01-02-2016;02-03-2016;246985;223
G;644;FET0;FT;0114838;04-02-2016;07-03-2016;304598;218
G;644;FET0;FT;0114856;22-02-2016;23-03-2016;579857;202
G;644;FET0;FT;0114859;22-02-2016;23-03-2016;246985;202
G;644;FET0;FT;0114864;22-02-2016;23-03-2016;246985;202
G;644;FET0;FT;0114868;22-02-2016;23-03-2016;321080;202
G;644;FET0;FT;0114870;22-02-2016;23-03-2016;1190;202
g;644;net0;NC;0007333;30-03-2015;30-03-2015;-40126;561
g;644;FET0;FN;0115115;24-03-2016;25-04-2016;136755;169
G;644;FET0;FN;0128824;25-04-2016;25-05-2016;135232;139
g;644;FET0;FN;0129050;27-05-2016;27-06-2016;132852;106
G;644;FET0;FT;0149100;02-09-2016;03-10-2016;193865;8
G;644;FET0;FT;0149194;26-09-2016;26-10-2016;169208;-15
G;644;FET0;FT;0149206;27-09-2016;27-10-2016;387731;-16
G;644;FET0;FT;0149220;28-09-2016;28-10-2016;57406;-17
g;644;FET0;FN;0149224;28-09-2016;28-10-2016;133649;-17
G;644;FET0;FT;0149272;29-09-2016;31-10-2016;330325;-20
G;644;FET0;FT;0149278;30-09-2016;31-10-2016;328369;-20
g;644;an;an;0149097;30-09-2016;30-09-2016;-370477;11
G;665;FET0;FN;0036562;18-11-2013;18-12-2013;546210;1028
G;665;FET0;FT;0149066;29-08-2016;28-09-2016;85085;13
G;665;FET0;FT;0149082;30-08-2016;29-09-2016;564953;12
g;665;fet0;FT;0149158;13-09-2016;13-10-2016;628380;-2
g;665;FET0;FN;0149225;28-09-2016;28-10-2016;85085;-17
c;684;fet0;FT;0110558;01-12-2015;31-12-2015;72200;285
G;685;FET0;FN;0023314;04-09-2013;04-10-2013;70136;1103
G;685;FET0;FN;0036304;21-10-2013;20-11-2013;149314;1056
G;685;FET0;FN;0056503;21-07-2014;20-08-2014;96033;783
G;685;fnn0;FN;0657518;01-02-2013;04-03-2013;146691;1317
G;685;fet0;FT;0006392;10-06-2013;10-07-2013;44066;1189
G;685;FET0;FT;0023235;30-08-2013;30-09-2013;333979;1107
G;685;FET0;FT;0023271;31-08-2013;30-09-2013;197723;1107
G;685;FET0;FT;0036365;30-10-2013;29-11-2013;71471;1047
G;685;FET0;FT;0082536;18-06-2015;20-07-2015;2696;449
c;806;FET0;FN;0084162;14-05-2015;13-07-2015;28382;456
c;806;fet0;FT;0096055;30-07-2015;31-08-2015;28382;407
g;806;fet0;FT;0114978;29-02-2016;30-03-2016;1;195
g;806;fet0;FT;0139469;06-06-2016;06-07-2016;1;97
G;806;FET0;FT;0139941;12-08-2016;12-09-2016;1417409;29
G;806;FET0;FN;0149021;29-08-2016;28-10-2016;11391692;-17
G;806;FET0;FT;0149022;29-08-2016;28-09-2016;2335042;13
g;806;FET0;FN;0149026;29-08-2016;28-09-2016;153153;13
G;806;FET0;FT;0149068;29-08-2016;28-09-2016;101745;13
G;806;FET0;FT;0149090;31-08-2016;30-09-2016;1277227;11
g;806;fet0;FT;0149132;08-09-2016;10-10-2016;55335;1
g;806;fet0;FT;0149153;13-09-2016;13-10-2016;73780;-2
G;806;FET0;FT;0149178;23-09-2016;24-10-2016;92225;-13
G;806;FET0;FN;0149204;26-09-2016;25-11-2016;14023139;-45
G;806;FET0;FT;0149205;26-09-2016;26-10-2016;2476235;-15
g;806;FET0;FN;0149226;28-09-2016;28-10-2016;177429;-17
g;806;fet0;FT;0149274;29-09-2016;31-10-2016;55335;-20
G;806;FET0;FT;0149282;30-09-2016;31-10-2016;933793;-20
J;806;FNN0;FN;0551750;07-05-2010;07-06-2010;45958;2318
F;887;fet0;FT;0031108;26-08-2013;25-09-2013;627117;1112
F;887;FET0;FT;0084621;18-05-2015;17-06-2015;418761;482
